application_day,application_month,education,gender,age,home_address,income,first_time,default
4,2,0,1,38,2,20000,3,1
4,2,0,0,58,1,11000,2,0
4,2,0,0,42,2,150000,3,1
4,2,0,1,58,1,60000,4,0
4,2,2,1,23,2,50000,2,0
4,2,0,1,47,1,10000,3,1
4,2,0,1,50,1,20000,3,0
4,2,0,1,59,1,37000,4,0
4,2,1,0,51,1,30000,4,0
4,2,1,0,27,1,32000,3,0
4,2,2,0,31,3,33000,4,0
4,2,2,0,26,2,150000,4,0
4,2,2,1,63,1,20000,4,0
4,2,1,0,33,2,30000,1,1
4,2,0,1,37,2,80000,4,0
4,2,1,1,57,2,15000,4,0
4,2,0,1,27,2,40000,4,0
4,2,1,0,62,2,50000,4,0
4,2,0,0,63,1,30000,3,0
4,2,1,0,41,1,220000,4,0
4,2,0,1,38,1,32000,2,0
4,2,0,1,44,1,20000,3,0
4,2,2,1,48,1,17400,2,0
4,2,0,1,60,1,10000,3,1
4,2,1,0,30,1,80000,3,0
4,2,0,0,35,2,30000,3,0
4,2,2,0,25,2,100000,3,1
4,2,0,0,23,1,29000,2,1
4,2,0,0,46,2,70000,2,1
4,2,0,0,34,2,28000,1,0
4,2,2,0,31,1,60000,1,0
4,2,1,0,36,1,250000,3,0
4,2,2,1,22,1,32000,3,0
4,2,0,1,50,1,25000,3,0
4,2,2,0,26,1,30000,2,1
4,2,0,1,52,1,30000,3,0
4,2,0,1,39,1,20000,4,0
4,2,0,0,61,1,21800,4,0
4,2,2,1,35,2,95000,4,0
4,2,0,0,53,1,50000,3,0
4,2,2,1,54,1,30000,3,0
4,2,2,0,33,2,40000,3,0
4,2,0,1,39,2,45000,4,0
4,2,1,1,54,1,20000,1,1
4,2,0,1,49,1,15000,2,0
4,2,2,0,22,2,35000,2,1
4,2,0,1,55,1,16000,3,0
4,2,0,0,57,2,60000,4,0
4,2,,0,31,1,30000,3,0
4,2,1,0,30,1,41000,3,0
4,2,4,0,32,1,60000,4,0
4,2,2,1,59,2,12000,1,1
4,2,1,0,46,1,50000,4,1
4,2,1,1,36,2,90000,4,0
4,2,0,1,56,2,25000,3,0
4,2,1,0,46,1,56000,3,0
4,2,1,0,52,1,30000,3,0
4,2,1,1,59,1,40000,4,0
4,2,2,1,30,3,11000,3,0
4,2,2,0,31,1,40000,1,0
4,2,0,1,64,3,18000,1,0
4,2,1,1,43,2,25000,2,0
4,2,0,1,62,2,20150,3,0
4,2,1,0,45,1,5000,3,0
4,2,0,1,57,2,100000,3,0
4,2,0,0,41,1,28000,4,0
4,2,0,1,29,1,11000,3,0
4,2,0,0,44,1,40000,2,0
4,2,0,0,42,1,60000,2,0
4,2,0,0,26,1,40000,2,0
4,2,1,0,35,2,45000,3,0
4,2,0,1,26,2,30000,3,1
4,2,2,0,58,1,40000,3,0
4,2,1,1,24,2,20000,1,0
4,2,2,1,29,2,10000,3,0
4,2,0,1,34,1,17000,3,1
4,2,1,0,28,2,25000,3,0
4,2,0,1,69,2,10000,3,1
4,2,1,0,27,2,60000,3,0
4,2,0,1,61,1,12700,3,0
4,2,2,0,30,2,24100,4,0
4,2,0,0,41,2,30000,1,0
4,2,0,1,45,2,20000,4,0
4,2,0,1,57,2,20000,3,1
4,2,2,1,31,1,35000,4,0
4,2,0,1,55,1,25000,3,0
4,2,0,1,48,1,25000,3,0
4,2,0,0,32,2,25000,2,0
4,2,1,1,48,2,59000,3,0
4,2,0,1,35,1,25000,1,0
4,2,0,0,25,2,35000,4,0
4,2,0,1,36,2,25000,4,0
4,2,0,0,23,2,80000,4,0
4,2,0,1,41,1,25000,3,0
4,2,0,0,26,1,32500,1,0
4,2,0,0,48,1,80000,3,0
4,2,1,0,28,2,50000,4,0
4,2,0,1,52,1,11000,3,0
4,2,1,1,28,1,59000,3,0
4,2,1,0,46,1,30000,3,0
4,2,1,0,25,1,30000,3,0
4,2,1,0,45,1,200000,4,0
4,2,0,0,36,1,50000,3,0
4,2,1,1,47,2,50000,4,1
4,2,1,0,41,1,40000,3,1
4,2,2,1,42,1,25000,4,0
4,2,0,1,26,2,77000,3,1
4,2,0,1,33,1,25000,3,0
4,2,2,0,29,1,30000,3,0
4,2,1,1,35,2,125000,4,0
4,2,1,1,39,1,33000,3,0
4,2,0,1,35,2,40000,3,0
4,2,1,0,37,1,28000,2,0
4,2,2,1,28,2,21000,4,0
4,2,0,0,41,1,25000,1,0
4,2,0,1,34,2,30000,4,0
4,2,0,0,37,2,38000,2,0
4,2,1,1,39,2,180000,1,0
4,2,1,1,54,2,28000,4,0
4,2,0,0,60,1,85000,4,0
4,2,1,1,32,2,22000,3,1
4,2,2,1,31,1,22000,2,0
4,2,2,1,30,1,20000,3,0
4,2,0,0,30,1,45000,3,0
4,2,2,0,41,1,30000,4,1
4,2,0,0,29,1,25000,3,0
4,2,0,0,39,1,25000,1,0
4,2,2,0,52,2,120000,1,0
4,2,0,1,52,2,27000,3,0
4,2,0,0,30,1,25000,3,0
4,2,0,0,26,2,23000,2,0
4,2,0,0,40,2,24000,1,1
4,2,0,0,35,3,50000,4,0
4,2,0,1,31,1,35000,3,0
4,2,0,1,55,1,19000,1,1
4,2,0,0,39,1,28000,4,1
4,2,1,1,28,2,20000,3,1
4,2,0,0,39,1,28000,1,0
4,2,2,1,37,1,35000,3,0
4,2,0,0,39,2,70000,2,1
4,2,0,1,61,2,6200,2,0
4,2,1,0,62,2,100000,4,0
4,2,1,0,35,2,40000,2,0
4,2,1,1,42,2,25000,1,0
4,2,,1,36,1,50000,4,0
4,2,1,1,25,2,18000,3,0
4,2,2,0,21,1,45000,3,1
4,2,0,1,31,1,14000,3,0
4,2,0,0,35,1,28000,3,0
4,2,0,1,58,1,9000,2,0
4,2,1,1,33,1,50000,3,0
4,2,0,1,24,2,18000,2,1
4,2,0,1,52,2,20000,3,1
4,2,0,1,57,2,15000,3,0
4,2,0,1,67,2,15000,4,0
4,2,0,1,32,2,25000,2,0
4,2,,0,32,3,25000,1,0
4,2,0,0,40,2,35000,4,1
4,2,1,1,37,1,30000,2,0
4,2,0,1,43,1,30000,3,0
4,2,0,0,33,2,31000,3,1
4,2,1,0,25,2,25000,1,0
4,2,0,1,55,2,9500,4,0
4,2,1,1,51,1,65000,3,0
4,2,1,1,41,1,50000,3,0
4,2,2,1,49,1,15000,2,0
4,2,0,1,36,1,5000,4,0
4,2,1,1,31,1,85000,4,0
4,2,0,0,49,1,45000,2,1
4,2,0,1,59,1,12500,1,0
4,2,0,0,60,1,21500,3,1
4,2,1,1,42,2,80000,4,0
4,2,0,1,35,2,35000,1,0
4,2,0,1,34,2,16000,3,0
4,2,1,1,44,1,160000,4,0
4,2,0,0,63,2,25000,1,1
4,2,1,0,30,2,40000,2,0
4,2,0,0,56,2,30000,4,1
4,2,2,1,30,1,10000,3,0
4,2,1,1,51,2,35000,3,0
4,2,2,1,35,2,18000,3,1
4,2,1,0,41,2,25000,1,0
4,2,1,1,35,1,60000,2,0
4,2,0,1,62,1,20000,3,0
4,2,0,0,55,1,15000,3,0
4,2,,1,48,1,30000,3,0
4,2,1,1,54,2,50000,1,0
4,2,0,1,35,2,35000,1,1
4,2,0,0,31,2,70000,3,1
4,2,2,0,33,2,60000,1,0
4,2,,0,50,1,26000,3,0
4,2,0,1,30,2,15000,4,0
4,2,1,0,40,2,100000,3,0
4,2,1,1,62,1,20000,3,1
4,2,0,0,45,1,20000,2,0
4,2,0,1,36,1,28000,3,0
4,2,1,0,35,2,50000,3,0
4,2,0,1,40,1,25000,4,0
4,2,0,0,57,2,30000,3,0
4,2,0,1,53,2,23000,4,0
4,2,0,1,46,1,21000,3,0
4,2,0,1,43,2,15000,3,1
4,2,1,1,29,2,27000,3,0
4,2,1,0,33,2,100000,2,0
4,2,0,1,48,2,30000,2,0
4,2,0,0,40,2,70000,3,0
4,2,0,1,27,1,15000,3,0
4,2,1,1,32,2,15000,4,0
4,2,0,1,40,2,17000,1,1
4,2,0,1,52,1,35000,4,0
4,2,0,1,21,1,22000,3,0
4,2,1,1,35,1,30000,3,0
4,2,0,0,57,1,15000,1,0
4,2,1,1,42,2,60000,3,0
4,2,1,1,49,2,120000,3,0
4,2,1,0,28,2,50000,2,0
4,2,0,1,29,2,28000,4,0
4,2,1,1,35,1,60000,4,0
4,2,0,0,33,2,40000,4,0
4,2,1,1,45,2,80000,3,0
4,2,1,0,28,2,50000,3,0
4,2,0,1,39,2,12000,3,0
4,2,0,0,43,2,300000,4,0
4,2,1,1,57,2,16800,4,0
4,2,1,1,32,2,80000,4,0
4,2,1,0,28,1,45000,4,0
4,2,0,1,32,1,17000,3,0
4,2,,0,25,2,35000,3,0
4,2,0,1,48,1,100000,4,0
4,2,1,1,32,1,78000,2,1
4,2,0,1,42,1,20000,1,0
4,2,1,1,46,1,45000,3,1
4,2,1,1,54,1,27000,2,0
4,2,0,0,43,2,15000,1,0
4,2,0,0,29,1,5000,1,0
4,2,2,0,30,1,100000,4,0
4,2,0,0,35,1,100000,3,0
4,2,1,1,35,1,150000,4,0
4,2,0,1,58,2,8000,1,0
4,2,0,1,24,2,20000,1,0
4,2,0,0,52,2,37000,3,0
4,2,2,1,40,1,25000,2,0
4,2,2,0,44,2,80000,3,0
4,2,0,0,38,1,40000,3,0
4,2,0,1,42,1,50000,3,0
4,2,1,0,31,1,50000,3,0
4,2,0,1,56,1,6200,3,0
4,2,1,0,38,1,42000,2,0
4,2,0,1,47,1,8000,1,0
4,2,0,1,35,1,15000,3,0
4,2,0,1,43,1,80000,2,0
4,2,0,0,30,2,38000,4,0
4,2,1,0,60,1,18000,1,1
4,2,0,0,57,2,24000,4,0
4,2,0,1,28,2,25000,2,0
4,2,1,1,39,1,55000,4,0
4,2,0,0,49,1,52000,4,0
4,2,0,0,48,1,30000,4,0
4,2,0,1,24,2,15000,2,0
4,2,0,0,24,2,50000,2,0
4,2,0,0,29,1,40000,3,0
4,2,1,1,63,1,40000,1,0
4,2,0,0,27,2,37000,4,0
4,2,0,1,37,3,35000,1,1
4,2,0,1,53,2,20000,1,0
4,2,1,1,30,2,46800,4,0
4,2,1,0,56,2,20000,4,0
4,2,0,1,61,1,16000,3,0
4,2,0,0,38,2,70000,1,0
4,2,0,0,44,2,50000,3,0
4,2,0,1,60,2,28000,3,0
4,2,0,1,47,1,18000,4,0
4,2,1,0,48,1,250000,3,0
4,2,0,1,51,2,7000,3,1
4,2,2,1,30,2,20000,3,0
4,2,1,0,64,1,30000,3,0
4,2,2,1,37,1,22000,4,0
4,2,0,0,24,1,45000,3,0
4,2,1,0,28,1,65000,4,0
4,2,,1,37,2,20000,2,0
4,2,2,0,28,2,40000,1,1
4,2,2,1,24,2,25000,3,0
4,2,0,0,51,1,50000,3,0
4,2,0,1,32,1,15000,2,0
4,2,1,1,39,1,70000,3,0
4,2,1,1,31,1,55000,1,0
4,2,1,0,25,1,60000,2,0
4,2,1,0,30,1,20000,1,0
4,2,1,1,36,2,12000,4,0
4,2,0,0,52,2,32000,3,0
4,2,1,0,37,1,120000,2,0
4,2,0,0,27,2,45000,2,0
4,2,1,1,48,1,15000,4,0
4,2,2,0,43,1,50000,1,0
4,2,1,1,47,1,30000,4,0
4,2,0,1,50,1,10000,3,0
4,2,1,1,53,2,40000,3,0
4,2,0,1,43,1,10000,4,0
4,2,2,0,36,1,40000,3,0
4,2,1,1,52,2,60000,1,0
4,2,0,0,42,2,25000,1,0
4,2,0,1,51,1,20000,4,0
4,2,0,0,33,1,45000,4,0
4,2,0,1,56,1,50000,4,0
4,2,2,0,29,1,30000,2,0
4,2,2,0,45,2,52000,1,0
4,2,1,0,45,1,30000,4,0
4,2,0,1,59,1,17500,3,0
4,2,1,1,60,2,35000,3,0
4,2,1,1,26,1,16000,2,0
4,2,1,1,29,1,35000,3,0
4,2,0,1,59,2,10300,1,0
4,2,0,0,59,1,60000,3,0
4,2,0,1,57,1,20000,4,0
4,2,2,1,39,2,27000,4,0
4,2,0,0,23,1,40000,3,0
4,2,0,0,42,1,25000,2,0
4,2,1,0,58,1,19500,2,0
4,2,1,0,67,1,40000,4,0
4,2,1,0,32,2,70000,4,0
4,2,1,1,39,1,80000,4,0
4,2,0,0,28,2,45000,3,0
4,2,0,0,29,1,50000,3,0
4,2,0,1,28,1,20000,1,0
4,2,0,0,45,2,30000,1,0
4,2,0,0,48,1,40000,3,0
4,2,0,1,50,1,40000,3,1
4,2,1,0,51,2,110000,3,0
4,2,1,1,29,2,60000,1,0
4,2,0,0,30,2,16000,1,0
4,2,1,0,25,2,40000,4,0
4,2,2,1,55,1,30000,4,0
4,2,1,0,45,1,55000,4,0
4,2,0,1,51,1,250000,4,1
4,2,0,1,39,2,12000,1,0
4,2,0,1,55,1,35000,3,0
4,2,1,0,52,1,30000,4,0
4,2,0,0,29,2,45000,1,1
4,2,0,1,48,3,16500,4,0
4,2,0,1,54,1,5000,3,0
4,2,0,0,43,1,70000,3,0
4,2,1,0,50,1,65000,4,0
4,2,0,1,31,1,23000,3,0
4,2,0,0,50,2,25000,3,1
4,2,1,1,28,2,55000,4,0
4,2,0,1,30,1,40000,2,0
4,2,0,1,43,1,13000,3,0
4,2,4,0,52,2,200000,2,0
4,2,2,1,22,1,13800,3,0
4,2,0,0,60,1,24000,3,0
4,2,1,0,26,2,45000,3,0
4,2,0,0,41,1,50000,3,0
4,2,1,0,49,3,25000,3,1
4,2,0,0,32,2,35000,2,0
4,2,0,0,65,2,40000,4,0
4,2,0,0,49,2,10000,1,0
4,2,0,1,60,1,11000,3,0
4,2,1,1,67,1,15000,3,0
4,2,1,0,27,1,47000,3,0
4,2,0,0,28,2,19000,3,1
4,2,1,1,43,1,50000,3,0
4,2,0,1,48,2,13000,4,0
4,2,2,1,33,1,100000,3,0
4,2,2,0,41,2,50000,3,0
4,2,0,1,38,1,20000,3,0
4,2,1,0,36,3,125000,4,0
4,2,1,1,54,1,50000,2,0
4,2,1,0,36,1,100000,3,0
4,2,0,1,36,2,55000,2,1
4,2,0,0,36,1,85000,3,0
4,2,0,1,27,1,30000,4,0
4,2,2,0,25,1,20000,3,0
4,2,1,1,61,1,130000,4,1
4,2,0,0,22,1,10000,2,0
4,2,2,1,61,2,81000,4,0
4,2,1,0,33,1,100000,3,0
4,2,0,1,32,1,25000,2,1
4,2,0,0,35,1,45000,2,0
4,2,0,0,52,1,35000,3,0
4,2,1,1,29,2,45000,1,1
4,2,0,0,40,2,22000,3,0
4,2,2,1,26,2,17000,2,0
4,2,0,0,39,1,40000,4,0
4,2,0,0,47,2,67000,3,0
4,2,1,1,38,1,25000,3,0
4,2,1,0,30,1,30000,1,0
4,2,0,0,44,1,250000,3,0
4,2,1,1,26,1,35000,2,1
4,2,0,1,64,2,6900,3,1
4,2,0,0,30,1,25000,3,0
4,2,0,1,52,2,30000,2,0
4,2,1,1,52,1,45000,3,0
4,2,1,1,25,2,60000,4,0
4,2,0,1,22,1,30000,1,0
4,2,1,0,31,2,250000,4,0
4,2,0,1,49,1,25000,4,0
4,2,0,0,51,1,20000,2,0
4,2,0,1,44,2,550000,3,1
4,2,2,1,47,2,27000,2,0
4,2,0,1,33,1,30000,3,1
4,2,0,0,41,1,75000,3,0
4,2,1,0,25,2,60000,3,0
4,2,0,0,51,2,22000,4,0
4,2,0,1,50,1,15000,2,0
4,2,0,0,64,2,16000,3,0
4,2,0,0,22,2,27000,4,0
4,2,0,1,54,2,61000,3,0
4,2,1,0,45,2,300000,1,0
4,2,1,0,51,2,97000,3,0
4,2,2,1,50,2,38000,3,0
4,2,2,0,26,2,45000,3,0
4,2,0,1,43,1,25000,3,0
4,2,1,1,49,1,20000,3,0
4,2,0,1,48,2,35000,4,1
4,2,2,0,41,1,40000,1,0
4,2,0,0,33,1,8000,3,0
4,2,0,0,49,1,65000,4,0
4,2,0,1,42,2,17000,3,0
4,2,0,0,38,2,60000,4,1
4,2,0,1,42,1,31000,4,0
4,2,0,1,49,1,30000,4,1
4,2,2,0,35,1,30000,4,1
4,2,0,1,41,1,11000,3,0
4,2,0,1,40,2,20000,2,0
4,2,1,0,22,2,50000,3,0
4,2,0,1,35,2,35000,4,0
4,2,0,0,30,1,29000,2,0
4,2,0,1,38,2,50000,4,0
4,2,1,1,33,1,50000,3,0
4,2,1,0,55,2,8000,3,0
4,2,1,0,31,1,17000,2,1
4,2,0,1,47,2,45000,3,0
4,2,0,1,25,2,35000,2,0
4,2,0,1,51,2,40000,3,0
4,2,0,1,44,1,9900,3,0
4,2,0,1,56,1,14000,1,1
4,2,0,1,43,1,22000,2,0
4,2,0,1,64,2,11000,3,0
4,2,0,0,41,1,35000,3,0
4,2,0,1,48,2,11000,3,0
4,2,1,0,41,1,50000,4,0
4,2,2,0,33,2,80000,3,0
4,2,0,1,42,1,15000,3,0
4,2,1,1,28,1,50000,4,0
4,2,1,1,52,1,70000,4,0
4,2,0,1,30,1,25000,1,0
4,2,0,0,45,1,40000,4,0
4,2,1,0,63,2,80000,2,0
4,2,1,1,43,1,25000,4,0
4,2,2,0,31,2,45000,3,1
4,2,0,1,35,2,29500,3,0
4,2,0,1,32,1,10000,1,0
4,2,0,0,40,1,25000,3,0
4,2,0,0,31,1,20000,1,0
4,2,2,0,47,1,22000,3,1
4,2,1,1,24,1,15000,3,0
4,2,1,1,29,2,60000,1,0
4,2,1,1,26,1,30000,3,0
4,2,0,0,51,1,13000,1,0
4,2,0,0,48,1,10000,1,0
4,2,1,1,35,1,120000,4,0
4,2,2,1,42,3,23000,3,0
4,2,1,0,53,2,30000,3,1
4,2,1,1,31,1,15000,2,0
4,2,1,0,29,2,30000,2,0
4,2,1,0,36,1,11000,4,0
4,2,0,1,52,1,52000,3,0
4,2,0,1,29,1,22000,2,0
4,2,0,1,55,1,20000,4,0
4,2,0,0,25,2,45000,3,0
4,2,1,0,32,1,30000,3,0
4,2,2,1,24,2,70000,4,0
4,2,1,1,29,1,45000,3,0
4,2,2,1,30,1,20000,4,0
4,2,0,1,65,1,27000,1,1
4,2,1,0,66,2,20000,3,0
4,2,1,1,54,2,50000,3,0
4,2,0,1,35,1,100000,4,0
4,2,0,1,58,1,10000,3,0
4,2,0,1,31,1,15000,4,0
4,2,1,0,51,2,90000,1,0
4,2,1,0,26,2,27000,1,0
4,2,0,0,31,1,47500,3,1
4,2,2,1,37,2,60000,3,0
4,2,1,0,42,2,120000,3,0
4,2,0,0,29,2,25000,1,0
4,2,0,0,35,1,15000,2,0
4,2,0,0,41,1,55000,3,0
4,2,2,1,40,2,20000,1,0
4,2,1,0,31,2,250000,4,0
4,2,1,0,34,1,50000,3,0
4,2,1,0,35,2,30000,3,0
4,2,0,0,31,2,30000,3,0
4,2,0,0,33,1,40000,3,0
4,2,1,1,26,1,42000,3,0
4,2,1,1,30,2,20000,1,1
4,2,0,1,37,1,25000,3,1
4,2,0,1,41,2,15000,2,0
4,2,0,1,39,1,18000,3,0
4,2,1,0,60,2,38000,3,1
4,2,0,1,25,2,33000,3,0
4,2,2,0,27,2,55000,3,0
4,2,1,1,35,2,18000,4,0
4,2,0,0,46,2,35000,3,0
4,2,3,0,35,2,150000,4,0
4,2,0,0,32,2,35000,1,1
4,2,0,1,31,1,15000,2,0
4,2,0,0,30,2,80000,4,0
4,2,1,1,36,1,60000,3,0
4,2,0,1,33,1,19000,2,0
4,2,0,1,37,2,18000,3,1
4,2,0,0,32,2,40000,3,0
4,2,0,1,38,1,10000,4,0
4,2,0,1,30,1,57420,3,0
4,2,2,1,27,2,45000,3,0
4,2,1,1,67,1,20000,4,0
4,2,0,0,26,2,35000,3,0
4,2,1,1,53,2,70000,4,0
4,2,1,1,36,1,15000,3,0
4,2,0,0,40,2,25000,2,0
4,2,0,1,51,1,13000,2,0
4,2,1,0,57,2,50000,4,0
4,2,1,0,57,2,60000,3,0
4,2,1,0,30,1,50000,4,0
4,2,0,0,50,2,32000,3,1
4,2,2,0,60,1,27000,3,0
4,2,1,1,69,2,23500,1,1
4,2,0,0,35,1,20000,2,0
4,2,1,1,30,1,18000,4,0
4,2,0,1,47,2,20000,3,0
4,2,0,1,55,1,10000,3,0
4,2,2,1,57,1,28000,4,0
4,2,1,0,35,1,40000,3,0
4,2,,1,45,2,25000,4,0
4,2,2,0,28,1,29000,2,0
4,2,0,1,52,2,30000,2,0
4,2,0,0,34,2,30000,4,0
4,2,0,1,40,1,12000,3,0
4,2,1,0,33,1,20000,2,0
4,2,0,1,66,2,10000,3,0
4,2,1,0,26,2,33000,3,0
4,2,3,1,43,2,62000,3,0
4,2,0,1,28,2,25000,2,0
4,2,2,0,27,2,60000,3,0
4,2,0,0,38,1,60000,3,0
4,2,1,0,27,1,27000,3,0
4,2,1,0,42,1,120000,4,0
4,2,0,0,27,1,70000,3,1
4,2,0,0,60,2,7000,3,0
4,2,0,0,36,2,25000,1,0
4,2,1,1,29,1,45000,4,0
4,2,0,0,37,2,20000,3,0
4,2,0,0,27,1,17000,3,0
4,2,2,0,23,1,20000,3,1
4,2,0,0,30,2,46000,4,0
4,2,0,1,22,2,35000,2,0
4,2,1,0,32,1,24000,4,0
4,2,0,0,43,1,18000,4,0
4,2,0,0,34,1,25000,2,0
4,2,1,1,33,1,35000,4,0
4,2,1,1,24,1,5000,3,0
4,2,1,1,30,1,50000,3,0
4,2,0,1,36,1,40000,3,0
4,2,1,1,38,2,120000,3,0
4,2,1,1,27,1,25000,3,0
4,2,1,0,26,2,50000,2,0
4,2,0,1,40,2,36000,2,0
4,2,1,0,33,3,25000,1,1
4,2,0,1,49,2,20000,2,1
4,2,2,0,35,2,60000,4,0
4,2,1,1,46,1,60000,1,1
4,2,0,0,38,1,43000,2,0
4,2,1,1,34,1,100000,3,0
4,2,2,0,24,2,80000,4,0
4,2,0,1,46,1,15000,2,0
4,2,1,0,31,2,60000,4,0
4,2,2,1,28,1,25000,3,0
4,2,3,1,31,2,64000,4,1
4,2,1,0,27,1,24000,3,0
4,2,0,0,46,2,100000,3,0
4,2,1,0,33,1,18000,4,0
4,2,0,1,42,1,160000,4,0
4,2,0,1,30,1,25000,1,0
4,2,0,0,42,1,30000,4,1
4,2,0,0,37,1,25000,3,0
4,2,2,1,39,1,20000,1,0
4,2,1,1,34,1,50000,3,0
4,2,0,0,37,2,45000,1,1
4,2,1,1,29,2,88312,4,0
4,2,0,1,51,1,13600,4,0
4,2,1,1,29,2,14000,4,0
4,2,0,0,31,1,40000,1,0
4,2,1,1,38,1,45000,3,0
4,2,1,1,55,2,45000,4,0
4,2,2,1,26,1,60000,3,0
5,2,0,1,29,2,10000,3,1
5,2,0,0,66,1,40000,3,0
5,2,0,1,50,1,20000,3,0
5,2,0,1,39,1,30000,1,0
5,2,0,1,23,2,15000,3,0
5,2,1,0,29,1,90000,3,0
5,2,0,1,43,2,20000,3,0
5,2,1,1,48,1,60000,4,0
5,2,0,1,50,1,15000,4,0
5,2,2,1,35,1,20000,3,0
5,2,0,0,30,2,32000,1,0
5,2,0,0,27,1,20000,3,0
5,2,2,1,50,1,40000,3,0
5,2,1,1,23,1,15000,3,0
5,2,1,0,25,2,50000,3,0
5,2,0,1,31,1,25000,3,1
5,2,1,1,44,1,40000,4,0
5,2,1,1,40,1,40000,4,0
5,2,1,0,56,1,15000,2,1
5,2,1,0,42,1,85000,3,0
5,2,0,0,43,1,70000,3,0
5,2,1,1,25,1,25000,2,0
5,2,0,0,30,1,80000,3,0
5,2,0,1,50,1,25000,3,0
5,2,1,1,30,2,20000,4,0
5,2,0,1,32,1,15000,2,0
5,2,0,1,37,1,27000,3,0
5,2,1,1,25,1,35000,2,0
5,2,1,1,24,1,15000,4,0
5,2,0,1,40,1,70000,3,0
5,2,0,0,23,2,40000,3,0
5,2,0,1,42,1,15000,2,0
5,2,1,0,39,1,45000,2,0
5,2,1,1,47,2,20000,3,0
5,2,1,0,62,1,80000,1,0
5,2,0,1,28,1,45000,3,0
5,2,1,0,29,1,35000,2,1
5,2,0,1,22,2,15000,4,0
5,2,1,1,41,3,30000,1,0
5,2,1,1,25,1,18000,3,0
5,2,1,0,26,1,35000,3,0
5,2,0,1,43,1,35000,3,0
5,2,1,0,30,1,45000,3,0
5,2,0,1,43,2,25000,3,0
5,2,0,1,33,2,10000,1,0
5,2,0,1,56,1,7500,4,1
5,2,0,1,38,1,140000,2,0
5,2,1,1,27,1,35000,3,0
5,2,0,1,44,1,15000,1,0
5,2,0,1,25,1,25000,3,0
5,2,2,1,23,1,20000,3,0
5,2,0,1,58,1,27500,4,0
5,2,0,1,41,1,35000,3,0
5,2,0,0,56,1,30000,3,0
5,2,0,1,54,1,18000,3,0
5,2,2,1,34,3,50000,4,0
5,2,2,1,51,1,25000,3,0
5,2,3,1,31,1,150000,3,0
5,2,0,1,31,1,50000,3,0
5,2,0,1,37,1,25000,2,0
5,2,0,0,35,1,70000,2,0
5,2,0,1,25,2,25000,1,1
5,2,2,1,45,1,9000,3,0
5,2,1,0,40,1,20000,4,0
5,2,1,0,48,1,50000,3,0
5,2,0,1,26,1,18000,3,0
5,2,0,1,23,1,15000,2,0
5,2,2,1,35,1,50000,4,0
5,2,2,1,54,2,20000,3,0
5,2,1,1,62,2,28000,3,0
5,2,2,1,66,2,80000,3,0
5,2,1,1,44,1,22000,3,0
5,2,0,1,31,1,12000,1,0
5,2,2,1,47,2,10000,3,0
5,2,1,0,33,2,90000,2,0
5,2,2,1,21,2,10000,3,0
5,2,1,0,57,1,42000,4,0
5,2,1,1,42,2,85000,3,0
5,2,2,0,53,2,60000,3,0
5,2,2,1,22,2,25000,1,0
5,2,0,0,29,1,30000,2,0
5,2,2,1,21,2,28000,1,0
5,2,0,1,32,1,40000,1,0
5,2,0,1,42,1,40000,3,0
5,2,2,1,40,2,47000,2,0
5,2,0,1,36,2,35000,3,0
5,2,0,0,41,1,140000,4,0
5,2,0,0,31,2,50000,3,1
5,2,0,0,42,2,45000,1,0
5,2,1,1,35,2,45000,3,0
5,2,0,1,24,2,25000,2,0
5,2,3,0,41,2,100000,1,0
5,2,0,0,35,2,30000,2,0
5,2,0,0,48,1,20000,3,0
5,2,0,0,26,1,10000,3,0
5,2,0,1,27,2,29000,1,0
5,2,0,1,41,2,5000,1,0
5,2,0,0,25,2,25000,3,0
5,2,0,0,33,1,25000,3,0
5,2,1,1,36,1,30000,3,0
5,2,0,1,43,2,6000,3,0
5,2,2,1,53,2,9000,3,0
5,2,2,0,35,2,22500,3,0
5,2,0,0,35,1,25000,2,1
5,2,0,0,27,1,40000,3,0
5,2,1,0,39,2,45000,2,0
5,2,2,0,44,1,40000,3,0
5,2,3,0,42,1,50000,4,0
5,2,1,0,29,1,100000,2,0
5,2,0,1,25,1,25000,1,1
5,2,1,0,40,2,30000,2,0
5,2,0,0,34,3,25000,1,1
5,2,2,0,34,1,24000,3,0
5,2,1,1,42,2,80000,3,0
5,2,2,0,32,2,20000,3,0
5,2,0,1,22,1,12000,3,0
5,2,1,1,40,2,30000,4,0
5,2,0,1,67,1,9000,2,0
5,2,1,0,31,1,15000,1,0
5,2,1,0,27,1,30000,2,0
5,2,1,0,32,2,90000,4,0
5,2,0,1,50,2,17500,1,0
5,2,,0,35,2,75000,4,0
5,2,1,0,29,2,30000,3,0
5,2,2,1,43,1,20000,4,0
5,2,0,0,50,1,35000,3,0
5,2,0,1,29,1,15000,1,0
5,2,2,0,28,2,20000,3,1
5,2,1,0,24,1,48000,2,1
5,2,0,1,24,1,20000,2,1
5,2,0,0,31,2,25000,4,0
5,2,0,1,38,1,30000,4,0
5,2,0,0,49,2,25000,3,0
5,2,1,1,40,2,150000,3,0
5,2,1,0,25,2,34000,3,0
5,2,0,0,45,2,35000,1,0
5,2,0,1,33,2,35000,3,0
5,2,,1,35,1,20000,1,0
5,2,0,0,42,1,40000,2,0
5,2,1,0,28,2,70000,4,0
